ticker,cik,form,filingDate,url,keywords,summary,pct_1d,pct_3d,pct_before,volatility_before,volume_change,label_1d_extreme,summary_length,has_numbers_in_summary,num_keywords_matched,backtest_date
STRD,1050446,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1050446/0000950170-25-094137.txt,private placement,"MicroStrategy Inc. filed an 8-K report on July 7, 2025, disclosing its results of operations and financial condition. The key catalyst highlighted in the filing pertains to significant developments related to its crypto assets and strategic initiatives, which are expected to impact its financial outlook. This filing signals potential material updates that could influence investor perception and the company's valuation moving forward.",-0.012503276844285902,,-0.013385842791379594,2.757564549778921,,False,437,False,1,2025-07-09
STRD,1050446,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1050446/0001193125-25-155918.txt,reverse stock split,"MicroStrategy Inc. filed an 8-K reporting an amendment to its Articles of Incorporation or Bylaws, which may include corporate governance or structural changes. The key catalyst appears to be a corporate update or strategic move, but specific details are not provided in the summary. This filing signals potential organizational or governance adjustments that could impact investor perception or company operations.",-0.012503276844285902,,-0.013385842791379594,2.757564549778921,,False,415,False,1,2025-07-09
INO,1055726,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1055726/0001193125-25-155830.txt,reverse stock split,"Inovio Pharmaceuticals announced the entry into a significant definitive agreement, which is likely to serve as a key catalyst for the company's growth trajectory. This development could potentially enhance its strategic partnerships, funding, or product pipeline, positioning Inovio for future advancement in the pharmaceutical sector.",0.007518789579387513,,0.0,0.374644267653268,,False,336,False,1,2025-07-09
KFS,1072627,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1072627/0001437749-25-022212.txt,acquired beneficial ownership,"Kingsway Financial Services Inc. filed an 8-K report indicating the entry into a material definitive agreement, which likely represents a significant strategic or financial catalyst. The filing highlights the creation of a new direct financial obligation or off-balance sheet arrangement as of July 1, 2025, signaling a potential shift in the company's financial structure or strategic initiatives. This development could serve as a key catalyst impacting the company's future operations or valuation.",-0.058642019641922394,,-0.022329447115218594,1.3421716688508318,,True,501,False,1,2025-07-09
PMN,1374339,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1374339/0001558370-25-009112.txt,reverse stock split,"ProMIS Neurosciences announced in its July 3, 2025, 8-K filing that it has entered into a strategic partnership or collaboration, which is the key catalyst driving its current valuation and future prospects. This partnership is expected to advance the company's neurotherapeutic pipeline and potentially accelerate the development and commercialization of its drug candidates. The announcement signals a significant step forward for the company, potentially impacting its growth trajectory and investor interest.",-0.02439022085483674,,-0.04651165208409023,0.027537852628209757,,False,512,False,1,2025-07-09
CV,1378325,4,2025-07-07,https://www.sec.gov/Archives/edgar/data/1378325/0000950170-25-094308.txt,reverse stock split,"On July 3, 2025, Wang Kang-Huai, a director and officer of CapsoVision, Inc., acquired approximately 446,896 shares of the company's common stock, increasing his total holdings to 721,732 shares. This significant insider purchase serves as a key catalyst, potentially signaling confidence in the company's prospects and possibly influencing investor sentiment.",0.10023868032416278,,-0.0477272803625783,0.6363961705028504,,True,360,False,1,2025-07-09
CV,1378325,4,2025-07-07,https://www.sec.gov/Archives/edgar/data/1378325/0000950170-25-094309.txt,reverse stock split,"On July 3, 2025, Tsai Chen Lung, a director of CapsoVision, Inc., acquired 91,432 shares of the company's common stock, increasing his ownership to 115,456 shares. This transaction signifies a notable insider purchase, potentially indicating positive insider confidence in the company's prospects. The key catalyst here is the insider's increased stake, which may serve as a bullish signal for investors.",0.10023868032416278,,-0.0477272803625783,0.6363961705028504,,True,404,False,1,2025-07-09
CV,1378325,4,2025-07-07,https://www.sec.gov/Archives/edgar/data/1378325/0000950170-25-094311.txt,reverse stock split,"On July 3, 2025, Kuo Hui Ying, a director of CapsoVision, Inc., acquired 10,354 shares of the company's common stock. This transaction may serve as a key catalyst indicating increased insider confidence or support for CapsoVision, potentially signaling positive future prospects for the company.",0.10023868032416278,,-0.0477272803625783,0.6363961705028504,,True,295,False,1,2025-07-09
CV,1378325,4,2025-07-07,https://www.sec.gov/Archives/edgar/data/1378325/0000950170-25-094315.txt,reverse stock split,"On July 3, 2025, King Wen-Herng Henry, a director of CapsoVision, Inc., acquired 20,710 shares of the company's common stock. This transaction signals a key insider purchase, which could be viewed as a positive catalyst indicating confidence in the company's prospects. The filing highlights a notable insider investment activity that may influence investor sentiment.",0.10023868032416278,,-0.0477272803625783,0.6363961705028504,,True,368,False,1,2025-07-09
FGBIP,1408534,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1408534/0001408534-25-000051.txt,private placement,"The SEC filing indicates that First Guaranty Bancshares, Inc. conducted unregistered sales of equity securities as of June 30, 2025. The key catalyst appears to be the company's strategic issuance of equity securities, which could impact its capital structure and investor perception. This move may signal efforts to raise capital or optimize its equity base, potentially influencing future growth prospects.",0.0,,0.005945978937922297,0.11842660174543848,,False,408,False,1,2025-07-09
OESX,1409375,DEF 14A,2025-07-07,https://www.sec.gov/Archives/edgar/data/1409375/0001193125-25-156236.txt,reverse stock split,"The SEC filing for Orion Energy Systems, Inc. primarily serves as a proxy statement (DEF 14A) ahead of the upcoming annual meeting. The key catalyst is likely related to corporate governance or strategic initiatives, but specific details are not provided in the excerpt. Overall, it signals ongoing shareholder engagement and potential changes or proposals that could impact the company's future direction.",0.0,,0.0,0.008164982356071536,,False,406,False,1,2025-07-09
NCPLW,1414767,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1414767/0001641172-25-018003.txt,private placement;securities purchase agreement,"Netcapital Inc. announced the entry into a material definitive agreement and disclosed unregistered sales of equity securities in its recent 8-K filing. The key catalyst appears to be the company's strategic financing activity, which could potentially impact its capital structure and growth prospects.",,,,,,False,302,False,2,2025-07-09
CARM,1485003,DEF 14A,2025-07-07,https://www.sec.gov/Archives/edgar/data/1485003/0001104659-25-066067.txt,reverse stock split,"Carisma Therapeutics Inc. has filed a DEF 14A proxy statement indicating a key catalyst: the company is preparing for a significant upcoming shareholder meeting or corporate event, which could influence its strategic direction or governance. This filing suggests that material decisions or changes are anticipated, potentially impacting the company's future operations or valuation.",0.017721516695222823,,-0.019851083044504704,0.011518100025691994,,False,382,False,1,2025-07-09
SNPX,1571934,DEF 14A,2025-07-07,https://www.sec.gov/Archives/edgar/data/1571934/0001104659-25-066148.txt,private placement;securities purchase agreement,"Tao Synergies Inc. (formerly Synaptogenix, Inc. and Neurotrope Bioscience, Inc.) has filed a DEF 14A proxy statement indicating upcoming shareholder meetings. The key catalyst appears to be a proposed corporate action or governance change, which will be detailed in the proxy materials, potentially impacting the company's strategic direction or ownership structure. Further specifics would be in the full proxy statement, but the filing signals an important upcoming event for shareholders.",0.07470507028504612,,-0.10235292771283318,0.2882708226690658,,True,491,False,2,2025-07-09
HLT,1585689,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1585689/0001193125-25-156239.txt,private placement,"Hilton Worldwide Holdings Inc. filed an 8-K report indicating the entry into a material definitive agreement, which likely represents a significant new financial obligation or transaction. The key catalyst appears to be Hilton's announcement of this new agreement, signaling a strategic or financial development that could impact its operations or capital structure.",0.0077902355695575985,,-0.009399485034031752,2.9350525462835484,,False,366,False,1,2025-07-09
BFST,1624322,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1624322/0001437749-25-022269.txt,acquired beneficial ownership;reverse stock split,"Business First Bancshares, Inc. filed an 8-K report indicating the entry into a material definitive agreement on July 7, 2025. The key catalyst appears to be the company's announcement of a significant new agreement or transaction, which could potentially impact its strategic direction or financial position. Further details would be needed to specify the exact nature of the agreement and its implications.",0.008510611609591934,,-0.012982059780630878,0.6778892579388155,,False,408,False,2,2025-07-09
XBIT,1626878,DEF 14A,2025-07-07,https://www.sec.gov/Archives/edgar/data/1626878/0001193125-25-156276.txt,reverse stock split,"XBiotech Inc. filed a definitive proxy statement (DEF 14A) indicating upcoming shareholder meetings and proposals. The key catalyst appears to be strategic corporate governance or shareholder voting matters scheduled for 2025, which could influence the company's direction, governance, or capital structure. Further details on specific proposals would clarify the precise impact, but the filing signals significant upcoming corporate actions.",-0.006557370898096224,,-0.04088053827416591,0.11210115487226932,,False,442,False,1,2025-07-09
APVO,1671584,DEF 14A,2025-07-03,https://www.sec.gov/Archives/edgar/data/1671584/0000950170-25-093924.txt,private placement;securities purchase agreement;reverse stock split,"The SEC filing for Aptevo Therapeutics indicates a key catalyst related to corporate governance, as it is a definitive proxy statement (DEF 14A) filed in July 2025. While the specific details are not fully visible, such filings typically signal upcoming shareholder meetings, board changes, or strategic initiatives that could impact the company's direction. The primary catalyst appears to be related to governance or strategic decisions scheduled for the upcoming period, which could influence investor sentiment and the company's future trajectory.",-0.04605258823761925,,0.0,0.10173494646595421,,False,551,False,3,2025-07-09
TECX,1681087,S-3,2025-07-07,https://www.sec.gov/Archives/edgar/data/1681087/0001193125-25-156183.txt,private placement,"Tectonic Therapeutic, Inc. has filed an S-3 registration statement, signaling its intention to raise capital through the offering of securities. The key catalyst is the company's move to access additional funding, which could support its ongoing research and development efforts or strategic initiatives. This filing indicates a potential growth phase for Tectonic Therapeutic, contingent on the success of the upcoming securities offering.",-0.008180946615810158,,-0.02624177422390843,0.7102345280747486,,False,440,False,1,2025-07-09
DVLT,1682149,S-3,2025-07-07,https://www.sec.gov/Archives/edgar/data/1682149/0001104659-25-066088.txt,securities purchase agreement;entered into agreement,"Datavault AI Inc. has filed an S-3 registration statement to facilitate potential future offerings of securities. The key catalyst is the company's strategic move to raise capital, which could support growth initiatives, product development, or other corporate purposes. This filing signals an upcoming opportunity for investors to participate in the company's growth through securities offerings.",0.07462688160516194,,-0.06944445824181537,0.029439195059047046,,True,397,False,2,2025-07-09
ATNFW,1690080,DEF 14A,2025-07-07,https://www.sec.gov/Archives/edgar/data/1690080/0001213900-25-061804.txt,reverse stock split,"The SEC filing for 180 Life Sciences Corp. announces a definitive proxy statement related to upcoming shareholder meetings. The key catalyst appears to be the company's strategic initiatives or proposals requiring shareholder approval, which could significantly impact its corporate governance or future direction. Further details would specify the exact proposals or strategic moves, but the filing underscores an important governance event for the company.",,,,,,False,458,False,1,2025-07-09
WRAP,1702924,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1702924/0001641172-25-018048.txt,private placement;securities purchase agreement,"Wrap Technologies, Inc. filed an 8-K report indicating the company's entry into a material definitive agreement as of June 30, 2025. The key catalyst appears to be the signing of a significant agreement, which could have strategic or financial implications for the company. Further details on the nature of the agreement would clarify its impact, but the filing highlights this event as a notable development.",-0.0130718832029433,,-0.006493500461665078,0.00853911749475486,,False,409,False,2,2025-07-09
ILLRW,1769624,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1769624/0001213900-25-061740.txt,reverse stock split,"Triller Group Inc. has filed an 8-K notice indicating its upcoming delisting from the stock exchange, which is a key catalyst signaling a potential change in its trading status or corporate structure. This move could impact investor perception and market activity surrounding the company.",,,,,,False,288,False,1,2025-07-09
TIVC,1787740,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1787740/0000950170-25-094222.txt,securities purchase agreement,"Tivic Health Systems announced its financial results as of June 30, 2025, in its latest 8-K filing. The key catalyst highlighted is the company's strategic developments and operational updates, which may include new product launches, partnerships, or leadership changes, though specific details are not provided in the excerpt. This filing signals ongoing corporate activities that could impact investor sentiment and future performance.",0.03894477614711984,,-0.0025062632680088338,0.13216158373097442,,False,437,False,1,2025-07-09
QSIAW,1816431,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1816431/0001140361-25-025059.txt,private placement;securities purchase agreement;reverse stock split,"Quantum-Si Inc., formerly HighCape Capital Acquisition Corp., filed an 8-K report indicating the entry into and termination of a material definitive agreement as of July 3, 2025. The key catalyst appears to be the company's strategic transaction activity, including the initiation and subsequent termination of a significant agreement, which may impact its corporate or financial positioning.",,,,,,False,392,False,3,2025-07-09
FTCI,1828161,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1828161/0001193125-25-155869.txt,private placement;securities purchase agreement;reverse stock split,"FTC Solar, Inc. filed an 8-K report indicating the entry into a material definitive agreement, which likely represents a significant strategic or financial transaction. The key catalyst appears to be the company's announcement of a new substantial agreement or financial obligation, signaling a potential growth initiative or capital raise that could impact its future operations and valuation.",0.01209676256413027,,0.004048579088026745,0.17056276287899858,,False,394,False,3,2025-07-09
HCTI,1839285,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1839285/0001213900-25-061649.txt,private placement;reverse stock split,"Healthcare Triangle, Inc. filed an 8-K report indicating a significant corporate event as of July 2, 2025. The key catalyst appears to be an important development or change within the company, though specific details are not provided in the excerpt. Overall, this filing suggests a noteworthy event that could impact the company's strategic direction or valuation.",-0.043478267911701875,,-0.11538463191696843,0.0012909946603462859,,False,364,False,2,2025-07-09
CORZR,1839341,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1839341/0001193125-25-156266.txt,private placement;reverse stock split,"The SEC filing indicates that Core Scientific, Inc. has entered into a material definitive agreement, which is a key catalyst signaling potential strategic developments or financial transactions. This event could impact the company's operations or financial position, making it a significant development for investors to monitor.",,,,,,False,329,False,2,2025-07-09
DRMAW,1853816,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1853816/0001641172-25-018042.txt,reverse stock split,"Dermata Therapeutics announced its intention to transfer its listing from a national exchange to OTC markets, which is a key catalyst indicating a potential strategic shift or restructuring. This move may impact the company's liquidity and visibility, and investors should monitor further developments regarding its trading status and underlying business performance.",,,,,,False,367,False,1,2025-07-09
TZUP,1853825,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1853825/0001641172-25-018006.txt,private placement;securities purchase agreement,"Thumzup Media Corp filed an 8-K reporting the entry into a material definitive agreement, which likely signifies a significant strategic or financial development. The key catalyst appears to be the company's formal announcement of this agreement, potentially impacting its operations or valuation.",0.21176469488264896,,0.09913794210847326,1.072784340964248,,True,297,False,2,2025-07-09
AMZE,1880343,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1880343/0001554795-25-000174.txt,securities purchase agreement,"Amaze Holdings, Inc. disclosed in its recent 8-K filing that it engaged in unregistered sales of equity securities, which could signal a potential capital raise or strategic financing activity. The key catalyst appears to be the company's efforts to bolster its financial position through these unregistered securities transactions, possibly to fund growth initiatives or address liquidity needs. This development is significant as it may impact the company's share structure and investor perception moving forward.",-0.06507888310222197,,0.021664895532967056,0.7379291534408561,,True,515,False,1,2025-07-09
KLTOW,1907223,S-3,2025-07-07,https://www.sec.gov/Archives/edgar/data/1907223/0001213900-25-061591.txt,private placement,"Klotho Neurosciences, Inc. filed an S-3 registration statement on July 7, 2025, indicating plans to raise capital through the offering of securities. The key catalyst appears to be the company's strategic move to access additional funding, potentially to support its ongoing research and development efforts in the biological products sector. This filing signals an upcoming financing event that could impact the company's growth trajectory and investor interest.",,,,,,False,463,False,1,2025-07-09
CHRO,1919246,4,2025-07-07,https://www.sec.gov/Archives/edgar/data/1919246/0001753926-25-001103.txt,reverse stock split,"On July 2, 2025, Richard Malamut, a director of Pelthos Therapeutics Inc., acquired 19,108 restricted stock units at a conversion price of $13.50 per share. This transaction signals insider confidence and could serve as a key catalyst by indicating management's positive outlook on the company's prospects. Such insider activity may attract investor attention and potentially influence the stock's future performance.",-0.23391142287909822,,0.6033365226576173,1.9403750119098149,,True,417,True,1,2025-07-09
CHRO,1919246,4,2025-07-07,https://www.sec.gov/Archives/edgar/data/1919246/0001753926-25-001104.txt,reverse stock split,"On July 2, 2025, Ezra M. Friedberg acquired 19,108 restricted stock units (RSUs) in Pelthos Therapeutics Inc. at a conversion price of $13.50 per share. This transaction highlights a key insider equity award, potentially signaling confidence in the company's future prospects and serving as a significant catalyst for investor attention.",-0.23391142287909822,,0.6033365226576173,1.9403750119098149,,True,337,True,1,2025-07-09
CHRO,1919246,4,2025-07-07,https://www.sec.gov/Archives/edgar/data/1919246/0001753926-25-001105.txt,reverse stock split,"On July 2, 2025, Davis Todd C, a director of Pelthos Therapeutics Inc. (PTHS), acquired approximately 19,108 restricted stock units at a conversion/exercise price of $13.50 per share. This transaction highlights a key insider equity award, which could serve as a positive catalyst by signaling confidence from company insiders in Pelthos Therapeutics' prospects.",-0.23391142287909822,,0.6033365226576173,1.9403750119098149,,True,362,True,1,2025-07-09
CHRO,1919246,4,2025-07-07,https://www.sec.gov/Archives/edgar/data/1919246/0001753926-25-001106.txt,reverse stock split,"On July 2, 2025, Francis Knuettel II, the CFO of Pelthos Therapeutics Inc., acquired approximately 33,472 restricted stock units at a price of $13.50 per share. This transaction highlights a key insider investment activity, potentially signaling confidence in the company's prospects and serving as a catalyst for investor interest. The filing underscores ongoing insider support, which could positively influence market perception of Pelthos Therapeutics.",-0.23391142287909822,,0.6033365226576173,1.9403750119098149,,True,456,True,1,2025-07-09
ECDAW,1922858,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1922858/0001213900-25-061673.txt,securities purchase agreement,"ECD Automotive Design, Inc. filed an 8-K reporting the entry into a material definitive agreement, which is a key catalyst indicating a significant strategic or financial transaction. This development could potentially impact the company's operations or financial position, signaling a noteworthy event for investors.",,,,,,False,317,False,1,2025-07-09
SXTPW,1946563,S-1,2025-07-07,https://www.sec.gov/Archives/edgar/data/1946563/0001213900-25-061842.txt,private placement;securities purchase agreement;reverse stock split,"60 Degrees Pharmaceuticals, Inc. has filed an S-1 registration statement with the SEC, indicating plans to raise capital through an initial public offering. The key catalyst is the company's move toward going public, which could provide significant funding for its pharmaceutical development efforts and strategic growth initiatives.",,,,,,False,333,False,3,2025-07-09
AFJKU,1979005,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/1979005/0001641172-25-017980.txt,private placement,"Aimei Health Technology Co., Ltd. filed an 8-K report indicating the creation of a new financial obligation, which is a key catalyst signaling potential strategic or financial developments. This filing highlights the company's issuance or establishment of a direct financial obligation, which could impact its capital structure or financial position moving forward.",0.0,,0.0,0.0,,False,365,False,1,2025-07-09
KIDZW,2022308,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/2022308/0001477932-25-004929.txt,securities purchase agreement;reverse stock split,"Classover Holdings, Inc. filed an 8-K reporting the completion of a significant acquisition or disposition of assets as of June 30, 2025. The key catalyst is the company's announcement of this material transaction, which could have substantial implications for its strategic positioning and financial outlook. This event marks a major milestone in the company's ongoing corporate development.",,,,,,False,392,False,2,2025-07-09
NMPAU,2054876,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/2054876/0001213900-25-061598.txt,private placement,"NMP Acquisition Corp. filed an 8-K report indicating a key catalyst involving the entry into a material definitive agreement and the unregistered sale of equity securities. This suggests the company is engaging in significant strategic transactions, likely to fund growth or a major corporate initiative, which could serve as a catalyst for future valuation or operational developments.",0.0010020269880288066,,-0.0005007626051919044,0.012582840128351725,,False,386,False,1,2025-07-09
FIGXU,2059033,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/2059033/0001213900-25-061820.txt,private placement,"FigX Capital Acquisition Corp. filed an 8-K report indicating a significant corporate event as of June 30, 2025. The key catalyst appears to be related to a corporate update or transaction, but specific details are not provided in the excerpt. Overall, this filing suggests a noteworthy development that could impact the company's strategic direction or financial position.",0.0,,0.0,0.005773634836885849,,False,373,False,1,2025-07-09
YORKU,2064658,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/2064658/0001213900-25-061847.txt,private placement,"Yorkville Acquisition Corp. filed an 8-K report indicating a significant corporate event as of June 30, 2025. The key catalyst appears to be an update or development related to the company's financial position or corporate structure, though specific details are not provided in the excerpt. This filing likely signals an important event that could impact the company's strategic direction or valuation.",0.010899171940459541,,-0.00989205555839047,0.11460063308998969,,False,402,False,1,2025-07-09
GRC,42682,4,2025-07-07,https://www.sec.gov/Archives/edgar/data/42682/0000950170-25-094143.txt,acquired beneficial ownership,"The filing indicates that Patrick Wischmeier, the VP of Information Technology at Gorman Rupp Co., increased his ownership of the company's common stock through stock plan transactions, now holding a total of 2,664 shares. This insider activity could serve as a positive catalyst, signaling confidence in the company's prospects and potentially influencing investor sentiment.",0.0018479327574026827,,-0.022451585338961695,0.8511701679191134,,False,376,False,1,2025-07-09
SSP,832428,8-K,2025-07-07,https://www.sec.gov/Archives/edgar/data/832428/0000832428-25-000032.txt,entered into agreement,"The SEC filing reports that E.W. Scripps Co. has entered into a material definitive agreement, which is likely a significant strategic or financial transaction. The key catalyst appears to be this new agreement, which could impact the company's operations or financial position going forward. Further details on the nature of the agreement would clarify its specific implications.",0.05555550133430746,,0.030120525621057073,0.16214701804535034,,True,380,False,1,2025-07-09
